parcela,dia,pendiente dia -15,pendiente dia -10,pendiente dia -5,ndvi,recogido,tmed,prec,precSum3,estacion,pres,estacionPres
22_12_0_1_501_74_4,281,0.0069523269474919,0.0097560999040836,0.0124652147704533,0.2256583493888954,0,19.4,0.0,0.0,9898,955.95,9898
22_12_0_1_501_74_4,282,0.0073296123790366,0.0101453242598724,0.0112812860064997,0.2184021200222884,0,19.5,0.0,0.0,9898,955.5999999999999,9898
22_12_0_1_501_74_4,283,0.0076498652854151,0.0102217706470132,0.0096282590710387,0.2127535090134643,0,19.4,0.0,0.0,9898,956.7,9898
22_12_0_1_501_74_4,284,0.0079165074467762,0.0100280984866531,0.0078781528664845,0.2079565825926465,0,17.4,0.0,0.0,9898,957.95,9898
22_12_0_1_501_74_4,285,0.0081424736985331,0.0096069671999394,0.0064029862952514,0.2032554069900594,0,17.0,0.0,0.0,9898,958.15,9898
22_12_0_1_502_20_1,293,0.0136150683294537,0.0139159084312211,0.0175443066735072,0.2383557117608345,0,18.2,10.8,16.200000000000003,9898,961.3499999999999,9898
22_12_0_1_502_20_1,294,0.0132411177875341,0.0148177998411742,0.0170071023723174,0.2237522446109606,0,16.9,3.0,13.8,9898,957.0,9898
22_12_0_1_502_20_1,295,0.012886457545956,0.0153392893623215,0.0158108849381998,0.2115890874220319,0,16.8,1.6,15.4,9898,953.3499999999999,9898
22_12_0_1_502_20_1,296,0.0126478104198242,0.0152551555091823,0.0140031198411458,0.2024024073356303,0,18.0,0.0,4.6,9898,955.45,9898
22_12_0_1_502_20_1,297,0.0125066075390727,0.0145709255684796,0.011752974470161,0.1960182241703341,0,18.1,0.0,1.6,9898,957.45,9898
22_12_0_1_502_20_1,298,0.0123748660645878,0.0134185440024142,0.0092927813313212,0.1918918051042281,0,17.8,0.0,0.0,9898,958.4,9898
22_12_0_1_502_20_1,299,0.0121636696906189,0.0119312558809129,0.0068554093895084,0.1894751976634182,0,17.9,0.0,0.0,9898,957.2,9898
22_12_0_1_502_20_1,300,0.0117841021114158,0.0102423062739021,0.0046737276096045,0.1882204493740094,0,19.6,0.0,0.0,9898,959.05,9898
22_12_0_1_502_20_1,301,0.0111582903110231,0.0084838398779252,0.0029645599147046,0.1875796077621072,0,22.0,0.0,0.0,9898,957.45,9898
22_12_0_1_502_20_1,302,0.0103148506334209,0.0067778376167322,0.0018027007633034,0.1870047203538168,0,22.2,0.0,0.0,9898,953.05,9898
22_12_0_1_502_20_1,303,0.0093418157112519,0.0052405702301242,0.0011883591289271,0.1859500094595924,1,19.0,0.0,0.0,9898,947.55,9898
22_12_0_1_502_20_1,304,0.0083125215552793,0.0039652311467603,0.0010750529040121,0.1840999331433573,1,16.4,0.0,0.0,9898,944.25,9898
22_12_0_1_502_20_1,305,0.0072716068520391,0.0030019678089587,0.0013302080083129,0.1815694093324446,1,17.2,14.4,14.4,9898,945.75,9898
22_12_0_1_502_20_1,306,0.0062598297420219,0.00238818469246,0.0018118094702154,0.1785205604110301,1,15.9,0.0,14.4,9898,945.8,9898
22_12_0_1_502_20_1,307,0.0053111725171899,0.0020902715407044,0.0023778423181054,0.1751155087632897,1,16.1,0.0,14.4,9898,944.3,9898
22_12_0_1_502_20_1,308,0.004455955665829,0.0020375428330829,0.0028867265372387,0.1715163767733988,0,12.8,4.6,4.6,9898,942.15,9898
22_12_0_1_502_20_1,309,0.0037244638523618,0.0021589910837885,0.0032429292635648,0.1678852868255332,0,9.8,0.0,4.6,9898,948.25,9898
22_12_0_1_502_20_1,310,0.0031469817412108,0.002383608807014,0.0034370096057151,0.1643843613038688,0,11.1,0.0,4.6,9898,955.2,9898
22_12_0_1_502_20_1,311,0.0027493937350443,0.0026418106452141,0.0034718118202128,0.1611615013099658,0,11.4,0.0,0.0,9898,958.2,9898
22_12_0_1_502_20_1,312,0.0025176476696237,0.0028751211227839,0.0033723999274624,0.1582535091259775,0,13.8,0.0,0.0,9898,955.05,9898
22_12_0_1_502_21_1,293,0.0127294051264002,0.0130804258509934,0.0162297360651506,0.2465658834170986,0,18.2,10.8,16.200000000000003,9898,961.3499999999999,9898
22_12_0_1_502_21_1,294,0.0124366806504211,0.0138618392227554,0.0157646394201298,0.2329019739003724,0,16.9,3.0,13.8,9898,957.0,9898
22_12_0_1_502_21_1,295,0.0121519117685755,0.0143073925054527,0.0147183217289275,0.2213933920889064,0,16.8,1.6,15.4,9898,953.3499999999999,9898
22_12_0_1_502_21_1,296,0.011955722635733,0.0142234596921515,0.0131278455605943,0.2125187821171586,0,18.0,0.0,4.6,9898,955.45,9898
22_12_0_1_502_21_1,297,0.0118329258732261,0.0136159826192933,0.0111426516728313,0.2061214433633783,0,18.1,0.0,1.6,9898,957.45,9898
22_12_0_1_502_21_1,298,0.0117104777700505,0.0126001588366577,0.0089705816081647,0.2017129753762749,0,17.8,0.0,0.0,9898,958.4,9898
22_12_0_1_502_21_1,299,0.0115145512624626,0.0112923073810034,0.006819975341877,0.1988020971909869,0,17.9,0.0,0.0,9898,957.2,9898
22_12_0_1_502_21_1,300,0.0111713192867188,0.0098087472890892,0.0048991728492509,0.1968975278426517,0,19.6,0.0,0.0,9898,959.05,9898
22_12_0_1_502_21_1,301,0.0106163595114844,0.0082650023553722,0.0034021591501502,0.1955079863664073,0,22.0,0.0,0.0,9898,957.45,9898
22_12_0_1_502_21_1,302,0.0098759385172613,0.0067692509930143,0.0023958503131973,0.1941421917973913,0,22.2,0.0,0.0,9898,953.05,9898
22_12_0_1_502_21_1,303,0.0090269109193643,0.0054254983464712,0.0018804150847777,0.1923108999523861,1,19.0,0.0,0.0,9898,947.55,9898
22_12_0_1_502_21_1,304,0.0081323118930534,0.0043161481295152,0.0018123209171533,0.1897404926052202,1,16.4,0.0,0.0,9898,944.25,9898
22_12_0_1_502_21_1,305,0.0072283003013388,0.0034832895875445,0.002067406325838,0.1865604962134612,1,17.2,14.4,14.4,9898,945.75,9898
22_12_0_1_502_21_1,306,0.0063475575750463,0.0029574135822723,0.0025126680143943,0.1829446462944353,1,15.9,0.0,14.4,9898,945.8,9898
22_12_0_1_502_21_1,307,0.0055178682241377,0.002705476499791,0.0030151026863846,0.1790666783654679,1,16.1,0.0,14.4,9898,944.3,9898
22_12_0_1_502_21_1,308,0.0047643703648809,0.002661264743239,0.0034421144017002,0.1751003279438848,0,12.8,4.6,4.6,9898,942.15,9898
22_12_0_1_502_21_1,309,0.0041121762235573,0.0027582766643975,0.0037042324116417,0.1712193305470114,0,9.8,0.0,4.6,9898,948.25,9898
22_12_0_1_502_21_1,310,0.0035863980264488,0.0029300106150477,0.0037926149042574,0.1675974216921738,0,11.1,0.0,4.6,9898,955.2,9898
22_12_0_1_502_21_1,311,0.0032083725030091,0.0031114791794385,0.0037102903444827,0.1643931945720217,0,11.4,0.0,0.0,9898,958.2,9898
22_12_0_1_502_21_1,312,0.0029649663416015,0.0032495243558035,0.0034839460252224,0.1616469482393555,0,13.8,0.0,0.0,9898,955.05,9898
22_140_0_0_12_38_1,266,0.0069377808392371,0.0050884302801605,0.0026998559173669,0.2327612563518786,0,18.0,0.0,0.0,9698U,957.75,9898
22_140_0_0_12_38_1,267,0.0063666446140839,0.0042566427849674,0.0020463905888699,0.2316239373072847,0,17.7,21.6,21.6,9698U,956.8,9898
22_140_0_0_12_38_1,268,0.0057223282460909,0.0035175403699788,0.0015918548175081,0.230527847152328,0,14.1,8.2,29.8,9698U,953.7,9898
22_140_0_0_12_38_1,269,0.0050580161080209,0.0028937052154393,0.0013436031613734,0.2292681790696648,0,13.4,0.0,29.8,9698U,953.55,9898
22_140_0_0_12_38_1,270,0.0044200562186036,0.0023974649705445,0.0012807572350607,0.2277426715524444,0,13.8,0.0,8.2,9698U,956.0,9898
22_140_0_0_12_38_1,271,0.0038428081677167,0.002025709930098,0.0013515639428292,0.2260034366377326,0,14.6,0.0,0.0,9698U,957.35,9898
22_140_0_0_12_38_1,272,0.0033383346444249,0.0017740544761049,0.0015017183633399,0.2241153454905847,0,15.6,0.0,0.0,9698U,957.2,9898
22_140_0_0_12_38_1,273,0.0029039987717373,0.0016343851963812,0.0016769155752543,0.2221432692760565,0,13.8,0.0,0.0,9698U,959.7,9898
22_140_0_0_12_38_1,274,0.0025368768043236,0.0015834115717328,0.0018232199820922,0.2201520791592036,0,12.6,0.0,0.0,9698U,960.4000000000001,9898
22_140_0_0_12_38_1,275,0.0022340449968538,0.0015939811422666,0.0019072050494725,0.2182066463050817,0,13.8,0.0,0.0,9698U,956.7,9898
22_140_0_0_12_38_1,276,0.0019928331640867,0.0016393217874466,0.001927079632064,0.2163680384774122,1,17.6,0.0,0.0,9698U,951.25,9898
22_140_0_0_12_38_1,277,0.0018132402930686,0.001696665145168,0.0018916119269961,0.2146572858556039,1,18.8,0.0,0.0,9698U,947.5999999999999,9898
22_140_0_0_12_38_1,278,0.0016943786012931,0.0017456404931856,0.0018143654111169,0.2130714422204716,1,18.5,0.0,0.0,9698U,952.05,9898
22_140_0_0_12_38_1,279,0.001625263834176,0.0017660941705773,0.0017089683590625,0.2116072373638908,1,18.7,0.0,0.0,9698U,955.5,9898
22_140_0_0_12_38_1,280,0.0015923371100007,0.0017481270474707,0.0015890490454689,0.2102614010777368,1,17.7,0.0,0.0,9698U,957.95,9898
22_140_0_0_12_38_1,281,0.0015820395465329,0.0016972773483847,0.0014674750647054,0.209030663153885,0,16.4,0.4,0.4,9698U,955.95,9898
22_140_0_0_12_38_1,282,0.0015808122615382,0.0016203592106373,0.0013491064942785,0.207911753384211,0,16.2,0.8,1.2000000000000002,9698U,955.5999999999999,9898
22_140_0_0_12_38_1,283,0.0015750963727825,0.0015241867715466,0.0012340081319763,0.2069014015605901,0,16.0,27.2,28.4,9698U,956.7,9898
22_140_0_0_12_38_1,284,0.0015514561063178,0.0014155741684305,0.0011221799777986,0.2059963374748977,0,14.0,0.0,28.0,9698U,957.95,9898
22_140_0_0_12_38_1,285,0.001503292042229,0.0013013355386072,0.0010136220317454,0.2051932909190094,0,14.8,0.0,27.2,9698U,958.15,9898
22_140_0_0_23_5_83,259,0.0050911584271779,0.0069214089427159,0.0098549368266905,0.3146335888777546,0,23.8,0.0,18.6,9771C,990.9,9771C
22_140_0_0_23_5_83,260,0.0057274005073841,0.0079109819246717,0.0107703118383214,0.3026196053930578,0,23.6,0.0,0.0,9771C,993.5,9771C
22_140_0_0_23_5_83,261,0.0064326193403879,0.0088169126165302,0.0113935362778883,0.2906361883680118,0,19.8,0.0,0.0,9771C,991.9,9771C
22_140_0_0_23_5_83,262,0.0071552863798072,0.0096045616914326,0.0117111314840828,0.2789007738157262,0,22.3,0.0,0.0,9771C,991.2,9771C
22_140_0_0_23_5_83,263,0.0078485042052398,0.0102462226268897,0.0117589262357132,0.2675614697056122,0,22.9,0.0,0.0,9771C,995.3,9771C
22_140_0_0_23_5_83,264,0.0084721690305433,0.0107143130164444,0.0115736892061982,0.2567651428467633,0,22.1,0.0,0.0,9771C,996.2,9771C
22_140_0_0_23_5_83,265,0.0090047176394335,0.0109812504536393,0.0111921890689572,0.2466586600482714,0,20.2,0.0,0.0,9771C,999.45,9771C
22_140_0_0_23_5_83,266,0.0094283565440889,0.0110223903385473,0.0106512443992064,0.2373799663719798,0,21.5,0.0,0.0,9771C,998.2,9771C
22_140_0_0_23_5_83,267,0.0097321436280532,0.0108492194926886,0.0099873075012944,0.2289642363092541,0,21.7,15.2,15.2,9771C,997.3,9771C
22_140_0_0_23_5_83,268,0.0099095272904462,0.0104975314266362,0.0092361366175592,0.221380786617816,0,19.4,0.4,15.6,9771C,993.9,9771C
22_140_0_0_23_5_83,269,0.0099540277817361,0.0100035732592589,0.0084334573123196,0.2145978562851649,1,16.0,0.0,15.6,9771C,993.3,9771C
22_140_0_0_23_5_83,270,0.009859165352391,0.0094035921094258,0.0076149951498943,0.2085836842987995,1,17.3,0.0,0.4,9771C,996.2,9771C
22_140_0_0_23_5_83,271,0.0096198240074155,0.0087329678721792,0.006814691345152,0.2033065096462197,1,18.6,0.0,0.0,9771C,997.55,9771C
22_140_0_0_23_5_83,272,0.0092481239947477,0.0080166202500802,0.0060459329988659,0.1987345713149241,1,18.6,0.0,0.0,9771C,997.25,9771C
22_140_0_0_23_5_83,273,0.0087679995061177,0.00727253614132,0.0053089356650807,0.194836108292412,1,18.1,0.0,0.0,9771C,1000.3,9771C
22_140_0_0_23_5_83,274,0.0082036152874381,0.0065185783280581,0.0046036993437965,0.1915793595661822,0,16.6,0.0,0.0,9771C,1001.35,9771C
22_140_0_0_23_5_83,275,0.0075791360846215,0.0057726095924537,0.003930224035013,0.1889325641237343,0,16.1,0.0,0.0,9771C,996.8499999999999,9771C
22_140_0_0_23_5_83,276,0.0069181484943629,0.0050516005419412,0.0032885097387305,0.1868639609525672,0,20.3,0.0,0.0,9771C,992.2,9771C
22_140_0_0_23_5_83,277,0.006237265651703,0.0043622447269074,0.0026785564549488,0.18534178904018,0,19.4,0.0,0.0,9771C,988.1,9771C
22_140_0_0_23_5_83,278,0.0055484788221026,0.0037046499243743,0.0021003641836679,0.184334287374072,0,20.2,0.0,0.0,9771C,993.15,9771C
22_140_0_0_26_20_1,266,0.0082101317691473,0.0056728489128076,0.0030466909119481,0.2546891321783361,0,18.0,0.0,0.0,9698U,not initialized,not initialized
22_140_0_0_26_20_1,267,0.0073005535749507,0.0047505655288734,0.0023073136808147,0.2534485437229414,0,17.7,21.6,21.6,9698U,not initialized,not initialized
22_140_0_0_26_20_1,268,0.0064310353710885,0.0039236797448025,0.0017739510689129,0.252313205113248,0,14.1,8.2,29.8,9698U,not initialized,not initialized
22_140_0_0_26_20_1,269,0.0056220088548459,0.0032157424851987,0.0014543390424891,0.2510705889494178,0,13.4,0.0,29.8,9698U,not initialized,not initialized
22_140_0_0_26_20_1,270,0.0048882452995419,0.0026418140387167,0.0013311905344468,0.2495930741911066,0,13.8,0.0,8.2,9698U,not initialized,not initialized
22_140_0_0_26_20_1,271,0.0042357841304495,0.0022041727388408,0.0013616545657334,0.2478808593496689,0,14.6,0.0,0.0,9698U,not initialized,not initialized
22_140_0_0_26_20_1,272,0.0036672994440848,0.0019040404776612,0.0015007672745078,0.2459447073504024,0,15.6,0.0,0.0,9698U,not initialized,not initialized
22_140_0_0_26_20_1,273,0.0031836414295112,0.0017387579339207,0.0017035647989286,0.2437953811186047,0,13.8,0.0,0.0,9698U,not initialized,not initialized
22_140_0_0_26_20_1,274,0.0027856246814554,0.001689864058229,0.0019253890739689,0.2414436435795733,0,12.6,0.0,0.0,9698U,not initialized,not initialized
22_140_0_0_26_20_1,275,0.0024740637946445,0.0017348769204734,0.0021385633065001,0.238900257658606,0,13.8,0.0,0.0,9698U,not initialized,not initialized
22_140_0_0_26_20_1,276,0.0022497784143685,0.0018513221655787,0.002340989765424,0.2361759105225484,1,17.6,0.0,0.0,9698U,not initialized,not initialized
22_140_0_0_26_20_1,277,0.0021136413521086,0.0020168051877556,0.0025328431010034,0.233280491845385,1,18.8,0.0,0.0,9698U,not initialized,not initialized
22_140_0_0_26_20_1,278,0.0020639697822096,0.002208979138858,0.0027143934787874,0.2302234137246676,1,18.5,0.0,0.0,9698U,not initialized,not initialized
22_140_0_0_26_20_1,279,0.0020885468238215,0.0024056507144878,0.0028859123550067,0.2270140818045394,1,18.7,0.0,0.0,9698U,not initialized,not initialized
22_140_0_0_26_20_1,280,0.0021724750089464,0.0025931172461962,0.0030476711858923,0.2236619017291442,1,17.7,0.0,0.0,9698U,not initialized,not initialized
22_140_0_0_26_20_1,281,0.0023008568690474,0.0027704580207043,0.0031999262759846,0.220176279142625,0,16.4,0.4,0.4,9698U,not initialized,not initialized
22_140_0_0_26_20_1,282,0.0024587949355877,0.0029378087661276,0.0033427744312518,0.2165666196891258,0,16.2,0.8,1.2000000000000002,9698U,not initialized,not initialized
22_140_0_0_26_20_1,283,0.0026313824555643,0.0030952912838822,0.003476189088977,0.2128424682797822,0,16.0,27.2,28.4,9698U,not initialized,not initialized
22_140_0_0_26_20_1,284,0.0028021446145696,0.00324052238487,0.0035951324147334,0.2090384197308723,0,14.0,0.0,28.0,9698U,not initialized,not initialized
22_140_0_0_26_20_1,285,0.0029566778657761,0.0033657351454141,0.0036837991049359,0.2052429062044645,0,14.8,0.0,27.2,9698U,not initialized,not initialized
22_140_0_0_27_2_1,299,0.0026963524718887,0.0025275422571165,0.0022754052997711,0.1631467614764045,0,20.2,0.0,0.1,9771C,998.3499999999999,9771C
22_140_0_0_27_2_1,300,0.002563016947477,0.0024305031616558,0.0020675326526877,0.1614934056444785,0,21.6,0.0,0.0,9771C,1000.45,9771C
22_140_0_0_27_2_1,301,0.0024426948755424,0.0023023248480151,0.0018604672723994,0.1600347545401104,0,22.4,0.0,0.0,9771C,998.95,9771C
22_140_0_0_27_2_1,302,0.0023320125235281,0.0021449732171056,0.0016595591883838,0.1587646048068422,0,21.7,0.0,0.0,9771C,994.45,9771C
22_140_0_0_27_2_1,303,0.0022237085929528,0.0019667151559193,0.0014648544608259,0.1576767530882165,0,19.2,0.0,0.0,9771C,989.2,9771C
22_140_0_0_27_2_1,304,0.0021104792013196,0.0017758791947485,0.0012763530897258,0.1567649960277753,0,18.0,0.0,0.0,9771C,985.0,9771C
22_140_0_0_27_2_1,305,0.0019850204661317,0.0015807938638856,0.0010940550750835,0.1560231302690609,0,19.4,0.0,0.0,9771C,985.9,9771C
22_140_0_0_27_2_1,306,0.001840870037643,0.0013892138446491,0.0009179604168989,0.1554449524556156,0,18.4,0.0,0.0,9771C,986.2,9771C
22_140_0_0_27_2_1,307,0.0016793385164611,0.0012038141517779,0.0007480691151721,0.1550242592309815,0,17.6,0.0,0.0,9771C,985.2,9771C
22_140_0_0_27_2_1,308,0.0015059371605805,0.0010246178153645,0.0005843811699031,0.1547548472387008,0,16.2,0.5,0.5,9771C,982.75,9771C
22_140_0_0_27_2_1,309,0.0013262183235296,0.0008516248354088,0.0004268965810918,0.154630513122316,1,12.8,0.0,0.5,9771C,989.8499999999999,9771C
22_140_0_0_27_2_1,310,0.0011457343588365,0.0006848352119109,0.0002756153487383,0.1546450535253691,1,13.4,0.0,0.5,9771C,997.0999999999999,9771C
22_140_0_0_27_2_1,311,0.000969655054047,0.0005242489448708,0.0001305374728426,0.1547922650914024,1,11.8,0.0,0.0,9771C,1000.2,9771C
22_140_0_0_27_2_1,312,0.0007997637523202,0.0003698660342884,-8.33704659533585e-06,0.1550659444639582,1,13.4,0.0,0.0,9771C,996.5999999999999,9771C
22_140_0_0_27_2_1,313,0.0006360758070511,0.0002216864801637,-0.0001410082095755,0.1554598882865786,1,15.2,0.0,0.0,9771C,992.0,9771C
22_140_0_0_27_2_1,314,0.0004785912182399,7.971028249695033e-05,-0.0002674760160979,0.1559678932028058,0,16.0,0.0,0.0,9771C,995.85,9771C
22_140_0_0_27_2_1,315,0.0003273099858864,-5.606255871214161e-05,-0.0003877404661626,0.1565837558561823,0,13.2,0.0,0.0,9771C,994.75,9771C
22_140_0_0_27_2_1,316,0.0001822321099906,-0.0001856320434634,-0.0005018015597695,0.1573012728902502,0,16.4,0.0,0.0,9771C,995.55,9771C
22_140_0_0_27_2_1,317,4.335759055270801e-05,-0.000308998171757,-0.0006096592969186,0.1581142409485516,0,15.0,0.0,0.0,9771C,994.4,9771C
22_140_0_0_27_2_1,318,-8.931357242748702e-05,-0.0004261609435927,-0.00071131367761,0.1590164566746288,0,13.4,0.0,0.0,9771C,995.95,9771C
22_153_0_0_8_389_15,320,0.0104113613438061,0.0100955366196478,0.0071178186071681,0.2338352223704278,0,12.2,1.4,2.2,9698U,not initialized,not initialized
22_153_0_0_8_389_15,321,0.0099927718696287,0.0091508488270212,0.0058485194585796,0.2300822332995553,0,11.5,0.0,2.2,9698U,not initialized,not initialized
22_153_0_0_8_389_15,322,0.0095079851263291,0.0080928582660981,0.0047963603602287,0.2269559945523852,0,11.4,5.0,6.4,9698U,not initialized,not initialized
22_153_0_0_8_389_15,323,0.0089604996178284,0.0069976622325829,0.0039554830598423,0.2242646321240778,0,7.6,2.4,7.4,9698U,not initialized,not initialized
22_153_0_0_8_389_15,324,0.0083538140149261,0.005941475581174,0.0033197960256724,0.2218163078937638,0,6.6,0.0,7.4,9698U,not initialized,not initialized
22_153_0_0_8_389_15,325,0.0076914269884221,0.0050005131665694,0.0028832077259708,0.2194191837405734,0,5.4,3.6,6.0,9698U,not initialized,not initialized
22_153_0_0_8_389_15,326,0.0069793266342542,0.0042424008536499,0.0026362822487203,0.2169008220559537,0,5.2,23.2,26.8,9698U,not initialized,not initialized
22_153_0_0_8_389_15,327,0.0062441048721375,0.0036714792222225,0.0025465980842163,0.2142230041313034,0,4.6,0.2,27.0,9698U,not initialized,not initialized
22_153_0_0_8_389_15,328,0.0055224662143856,0.0032637786189167,0.002572074177991,0.2114042612341224,0,8.3,0.0,23.4,9698U,not initialized,not initialized
22_153_0_0_8_389_15,329,0.0048511824533652,0.0029951961117101,0.0026705961977477,0.208463326905025,0,6.8,1.2,1.4,9698U,not initialized,not initialized
22_153_0_0_8_389_15,330,0.0042670253814428,0.0028416287685802,0.0028000498111896,0.2054189346846252,1,7.7,0.2,1.4,9698U,not initialized,not initialized
22_153_0_0_8_389_15,331,0.0038022878134625,0.0027791719909039,0.0029220617330875,0.2022905133905159,1,5.6,0.0,1.4,9698U,not initialized,not initialized
22_153_0_0_8_389_15,332,0.0034557121541259,0.0027853880510745,0.0030241780179327,0.1991021140416398,1,5.4,3.2,3.4000000000000004,9698U,not initialized,not initialized
22_153_0_0_8_389_15,333,0.0032108249450123,0.0028384958875973,0.0031049175972036,0.1958796732481043,1,6.6,0.0,3.2,9698U,not initialized,not initialized
22_153_0_0_8_389_15,334,0.0030510769893262,0.0029167174711531,0.0031628387445584,0.1926491331822325,1,5.6,0.0,3.2,9698U,not initialized,not initialized
22_153_0_0_8_389_15,335,0.0029599190902719,0.0029982747724225,0.0031964997336554,0.1894364360163482,0,4.4,0.0,0.0,9698U,not initialized,not initialized
22_153_0_0_8_389_15,336,0.0029209806251187,0.0030633298133179,0.0032045978935483,0.1862675239227743,0,2.9,0.0,0.0,9698U,not initialized,not initialized
22_153_0_0_8_389_15,337,0.0029191770319033,0.0031054665057469,0.003186754993561,0.1831683390738343,0,2.4,0.0,0.0,9698U,not initialized,not initialized
22_153_0_0_8_389_15,338,0.0029399872321484,0.0031239437592271,0.0031429699212505,0.1801648236418513,0,0.2,1.6,1.6,9698U,not initialized,not initialized
22_153_0_0_8_389_15,339,0.0029688925396409,0.0031180407105876,0.0030732426766167,0.1772829197991488,0,0.6,0.2,1.8,9698U,not initialized,not initialized
22_153_0_0_8_389_18,320,0.0070388004488066,0.0049870488652646,0.0015192510472602,0.2483035995941271,0,12.2,1.4,2.2,9698U,not initialized,not initialized
22_153_0_0_8_389_18,321,0.0065315773368733,0.0040131256515443,0.0011123667106786,0.2468826280996301,0,11.5,0.0,2.2,9698U,not initialized,not initialized
22_153_0_0_8_389_18,322,0.0059638961628132,0.0032329063778575,0.0011707704941627,0.2446757244178209,0,11.4,5.0,6.4,9698U,not initialized,not initialized
22_153_0_0_8_389_18,323,0.0053720539716178,0.0026574913193875,0.0015618899349161,0.2417737552324628,0,7.6,2.4,7.4,9698U,not initialized,not initialized
22_153_0_0_8_389_18,324,0.0047924602694379,0.0022978278896104,0.0021527750750673,0.2382683704083813,0,6.6,0.0,7.4,9698U,not initialized,not initialized
22_153_0_0_8_389_18,325,0.0042615245624248,0.0021648635020026,0.0028104759567451,0.2342512198104012,0,5.4,3.6,6.0,9698U,not initialized,not initialized
22_153_0_0_8_389_18,326,0.003813328754115,0.0022630508349675,0.0034137349592564,0.2298139533033477,0,5.2,23.2,26.8,9698U,not initialized,not initialized
22_153_0_0_8_389_18,327,0.0034637711629567,0.0025481356136589,0.003925500733155,0.2250482207520456,0,4.6,0.2,27.0,9698U,not initialized,not initialized
22_153_0_0_8_389_18,328,0.0032201997603344,0.0029537532885722,0.0043456166422284,0.2200456720213206,0,8.3,0.0,23.4,9698U,not initialized,not initialized
22_153_0_0_8_389_18,329,0.0030899128218992,0.003413428880772,0.0046740826864767,0.2148979569759973,0,6.8,1.2,1.4,9698U,not initialized,not initialized
22_153_0_0_8_389_18,330,0.0030802086233018,0.0038606874113226,0.0049108988659001,0.2096967254809006,1,7.7,0.2,1.4,9698U,not initialized,not initialized
22_153_0_0_8_389_18,331,0.0031940556168111,0.0042349000698773,0.0050560651804982,0.2045336274008563,1,5.6,0.0,1.4,9698U,not initialized,not initialized
22_153_0_0_8_389_18,332,0.0034019509525297,0.0045175411817131,0.0051095816302713,0.1995003126006891,1,5.4,3.2,3.4000000000000004,9698U,not initialized,not initialized
22_153_0_0_8_389_18,333,0.0036596515974546,0.0047085324287238,0.0050714482152193,0.1946884309452241,1,6.6,0.0,3.2,9698U,not initialized,not initialized
22_153_0_0_8_389_18,334,0.0039228408989621,0.0048078738109095,0.0049416649353422,0.1901896322992861,1,5.6,0.0,3.2,9698U,not initialized,not initialized
22_153_0_0_8_389_18,335,0.0041472022044284,0.00481556532827,0.0047202317906399,0.1860955665277007,0,4.4,0.0,0.0,9698U,not initialized,not initialized
22_153_0_0_8_389_18,336,0.0042932792545594,0.0047330514022108,0.0044100376239234,0.182483439281239,0,2.9,0.0,0.0,9698U,not initialized,not initialized
22_153_0_0_8_389_18,337,0.0043558378321419,0.0045710063816354,0.0040324311329995,0.1793381569356915,0,2.4,0.0,0.0,9698U,not initialized,not initialized
22_153_0_0_8_389_18,338,0.0043443633534536,0.0043437367090662,0.0036160252029132,0.1766083049306578,0,0.2,1.6,1.6,9698U,not initialized,not initialized
22_153_0_0_8_389_18,339,0.0042683992606114,0.0040655575476788,0.0031894501600153,0.1742423814992093,0,0.6,0.2,1.8,9698U,not initialized,not initialized
22_153_0_0_8_389_2,320,0.0106207886412817,0.0096263887359856,0.007882535617686,0.3128164266305018,0,12.2,1.4,2.2,9698U,not initialized,not initialized
22_153_0_0_8_389_2,321,0.0107481098743757,0.0095181797402607,0.0087690273060352,0.3006149741813425,0,11.5,0.0,2.2,9698U,not initialized,not initialized
22_153_0_0_8_389_2,322,0.0109139207437167,0.0097195146874013,0.0102755885154585,0.2861111044789574,0,11.4,5.0,6.4,9698U,not initialized,not initialized
22_153_0_0_8_389_2,323,0.0111161648474068,0.0101871864260855,0.0121122001228623,0.2699007932297467,0,7.6,2.4,7.4,9698U,not initialized,not initialized
22_153_0_0_8_389_2,324,0.0113528326023743,0.0108777475645871,0.0139882099465121,0.2525817283127821,0,6.6,0.0,7.4,9698U,not initialized,not initialized
22_153_0_0_8_389_2,325,0.0116219144255483,0.0117477507111799,0.0156129658046737,0.2347515976071331,0,5.4,3.6,6.0,9698U,not initialized,not initialized
22_153_0_0_8_389_2,326,0.0119206774226658,0.0127473500467557,0.0167256727874761,0.2169866102439617,0,5.2,23.2,26.8,9698U,not initialized,not initialized
22_153_0_0_8_389_2,327,0.0122394581861156,0.0137774668495014,0.0172793451835443,0.1997143785612355,0,4.6,0.2,27.0,9698U,not initialized,not initialized
22_153_0_0_8_389_2,328,0.0125648647854273,0.0147162108134866,0.017320221504111,0.1832996857091917,0,8.3,0.0,23.4,9698U,not initialized,not initialized
22_153_0_0_8_389_2,329,0.0128834742041166,0.0154415687148438,0.0168949274831755,0.1681070908969045,0,6.8,1.2,1.4,9698U,not initialized,not initialized
22_153_0_0_8_389_2,330,0.0131818634256989,0.0158315273297053,0.0160500888547369,0.1545011533334482,1,7.7,0.2,1.4,9698U,not initialized,not initialized
22_153_0_0_8_389_2,331,0.0134440343526673,0.0157815378759834,0.0148374029644907,0.1427995954215081,1,5.6,0.0,1.4,9698U,not initialized,not initialized
