,parcela,dia,pendiente dia -15,pendiente dia -10,pendiente dia -5,ndvi,recogido,tmed,prec,precSum3,estacion,pres,estacionPres
1914,50_277_0_0_11_22_1,332,0.0069142323058262,0.0038773952486732,0.0013158880504215,0.0735138227611434,0,6.5,0.6,4.6,9434,975.0,9434
1915,50_277_0_0_11_22_1,333,0.0057905754746191,0.0028825053579909,0.0004695631028312,0.0746180575990191,0,5.6,4.0,4.6,9434,981.05,9434
1916,50_277_0_0_11_22_1,334,0.0047066352335865,0.0019470414445454,-0.0003173358675221,0.0763903394527747,0,8.6,0.2,4.8,9434,985.9,9434
1917,50_277_0_0_11_22_1,335,0.0036820323542858,0.0010710035083368,-0.0010448088606388,0.0787712423451733,0,9.8,0.0,4.2,9434,994.1500000000001,9434
1918,50_277_0_0_3_312,307,-0.0025926408257629,0.0009633222705926,0.0024383641334456,0.3570180011399449,0,13.8,1.6,8.4,9434,978.7,9434
1919,50_277_0_0_3_312,308,-0.0022405793348664,0.0015035802195204,0.0016771746358067,0.3571236974063629,0,10.8,0.2,1.8,9434,978.1,9434
1920,50_277_0_0_3_312,309,-0.0016062078981527,0.0016949258548891,0.0008747331972729,0.3575636660404303,0,9.4,0.0,1.8,9434,984.6,9434
1921,50_277_0_0_3_312,310,-0.00082809889225,0.0016365182984365,0.0002293222647353,0.3580028885109937,0,10.4,0.0,0.2,9434,991.45,9434
1922,50_277_0_0_3_312,311,-4.482469378678614e-05,0.0014275166719002,-0.0001049501029139,0.3581063462868994,0,9.6,0.0,0.0,9434,995.05,9434
1923,50_277_0_0_3_312,312,0.0006074802005918,0.0011670800970178,-0.0001042039394098,0.3575390208369943,0,11.4,0.0,0.0,9434,991.95,9434
1924,50_277_0_0_3_312,313,0.0010795737314295,0.0009543676955271,0.0002315607552476,0.3559658936301247,0,13.8,0.0,0.0,9434,987.8499999999999,9434
1925,50_277_0_0_3_312,314,0.0014258737448155,0.0008812513609705,0.0008877695246682,0.3531248184170892,0,11.4,0.0,0.0,9434,989.4,9434
1926,50_277_0_0_3_312,315,0.0016705961071346,0.0009840369946331,0.0017387517245308,0.3493091298883394,0,9.5,0.0,0.0,9434,988.45,9434
1927,50_277_0_0_3_312,316,0.0018209071993856,0.0012513690757212,0.0026076882543563,0.3450679050151175,0,10.8,0.0,0.0,9434,989.05,9434
1928,50_277_0_0_3_312,317,0.0018838828142118,0.0016066421545949,0.0033174882485997,0.3409515795939956,1,13.4,0.0,0.0,9434,987.7,9434
1929,50_277_0_0_3_312,318,0.0018665987442567,0.0019613107984817,0.0036910608417158,0.3375105894215453,1,12.4,0.0,0.0,9434,989.15,9434
1930,50_277_0_0_3_312,319,0.0017813662068615,0.0022346827116558,0.0035815958986434,0.3352168389238719,1,13.6,0.0,0.0,9434,986.75,9434
1931,50_277_0_0_3_312,320,0.0016788032721921,0.0024035437759205,0.0030683358273103,0.3339674507517878,1,12.0,0.0,0.0,9434,987.85,9434
1932,50_277_0_0_3_312,321,0.0016118324375005,0.0024702237077078,0.0023327591610593,0.3334041092098208,1,11.4,0.0,0.0,9434,989.65,9434
1933,50_277_0_0_3_312,322,0.0015900440957695,0.0024371681133593,0.0015568479781188,0.3331673397034012,0,10.3,0.0,0.0,9434,992.45,9434
1934,50_277_0_0_3_312,323,0.0016150686512268,0.0023068225992165,0.0009225843567171,0.3328976676379596,0,9.6,0.0,0.0,9434,997.0,9434
1935,50_277_0_0_3_312,324,0.001686106217024,0.0020852745632019,0.0005889532277604,0.3322720727850695,0,7.6,0.0,0.0,9434,998.3,9434
1936,50_277_0_0_3_312,325,0.001785271738353,0.0018085317452641,0.0005487276632179,0.3312238124356979,0,7.8,0.0,0.0,9434,993.0,9434
1937,50_277_0_0_3_312,326,0.0018873524458199,0.0015271845415516,0.000721609922044,0.3297960595996008,0,11.3,0.4,0.4,9434,985.3,9434
1938,50_277_0_0_4_85,307,0.0057621415130206,0.0016209169006815,-0.0013451960523314,0.2964923232908164,0,13.8,1.6,8.4,9434,978.7,9434
1939,50_277_0_0_4_85,308,0.004686728230935,0.0006196675043355,-0.0013339864905433,0.2971301980191509,0,10.8,0.2,1.8,9434,978.1,9434
1940,50_277_0_0_4_85,309,0.0036684533304353,-5.286037782500919e-05,-0.0010456575705927,0.2971359897353832,0,9.4,0.0,1.8,9434,984.6,9434
1941,50_277_0_0_4_85,310,0.0027460254792875,-0.0004028712156206,-0.0005519926807199,0.296428442593961,0,10.4,0.0,0.2,9434,991.45,9434
1942,50_277_0_0_4_85,311,0.0019581533452579,-0.0004660193691983,7.54641293199243e-05,0.294926300749332,0,9.6,0.0,0.0,9434,995.05,9434
1943,50_277_0_0_4_85,312,0.0013435455961125,-0.0002781965326784,0.0007888029869744,0.2925483083559441,0,11.4,0.0,0.0,9434,991.95,9434
1944,50_277_0_0_4_85,313,0.0009409108996174,0.0001247055998189,0.0015833976901812,0.2892132095682447,0,13.8,0.0,0.0,9434,987.8499999999999,9434
1945,50_277_0_0_4_85,314,0.0007808034690312,0.0007012367960754,0.0024481311627436,0.2848953339216649,0,11.4,0.0,0.0,9434,989.4,9434
1946,50_277_0_0_4_85,315,0.0008271340525841,0.0013675759541368,0.0032871445889936,0.2799927196489927,0,9.5,0.0,0.0,9434,988.45,9434
1947,50_277_0_0_4_85,316,0.0010111751641702,0.0020205141801137,0.0039655642309076,0.275098479594794,0,10.8,0.0,0.0,9434,989.05,9434
1948,50_277_0_0_4_85,317,0.001263971996221,0.0025685560204973,0.0043483090540202,0.2708067630858428,1,13.4,0.0,0.0,9434,987.7,9434
1949,50_277_0_0_4_85,318,0.0015165697411681,0.0029418478570238,0.0043002980238664,0.2677117194489123,1,12.4,0.0,0.0,9434,989.15,9434
1950,50_277_0_0_4_85,319,0.0017076767332822,0.0030843438852196,0.0037205566076956,0.2662925508831865,1,13.6,0.0,0.0,9434,986.75,9434
1951,50_277_0_0_4_85,320,0.0018320888836143,0.0030241296657815,0.0027611147425694,0.2661871459361454,1,12.0,0.0,0.0,9434,987.85,9434
1952,50_277_0_0_4_85,321,0.0019096077214825,0.0028266795175639,0.0016877948042202,0.2666595055736929,1,11.4,0.0,0.0,9434,989.65,9434
1953,50_277_0_0_4_85,322,0.0019680259213944,0.0025576373886044,0.0007669657231886,0.2669719344698995,0,10.3,0.0,0.0,9434,992.45,9434
1954,50_277_0_0_4_85,323,0.002049564048021,0.0022826472269409,0.0002649964300153,0.2663867372988357,0,9.6,0.0,0.0,9434,997.0,9434
1955,50_277_0_0_4_85,324,0.0021909801851815,0.0020624046964005,0.0004042527851054,0.2642712869576595,0,7.6,0.0,0.0,9434,998.3,9434
1956,50_277_0_0_4_85,325,0.0023797898038465,0.001926112411273,0.0010911100799765,0.2607315955362627,0,7.8,0.0,0.0,9434,993.0,9434
1957,50_277_0_0_4_85,326,0.0025823885467658,0.0018908007046949,0.0020938066051696,0.2561904725478449,0,11.3,0.4,0.4,9434,985.3,9434
1958,50_277_0_0_7_129_1,316,0.0047888259668619,0.0059199523191304,0.0103038304403218,0.3787692715405736,0,10.8,0.0,0.0,9434,989.05,9434
1959,50_277_0_0_7_129_1,317,0.0054161391333322,0.0071506914111679,0.0117996439741402,0.3657831745049036,0,13.4,0.0,0.0,9434,987.7,9434
1960,50_277_0_0_7_129_1,318,0.0059236581550212,0.0081698025012653,0.0123352208951438,0.3550216540562478,0,12.4,0.0,0.0,9434,989.15,9434
1961,50_277_0_0_7_129_1,319,0.0062365391932077,0.0088015757447838,0.0115916499078584,0.3477048280320576,0,13.6,0.0,0.0,9434,986.75,9434
1962,50_277_0_0_7_129_1,320,0.0063862667235786,0.0090297937686975,0.0098168052318393,0.3434578895536599,0,12.0,0.0,0.0,9434,987.85,9434
1963,50_277_0_0_7_129_1,321,0.006451437487353,0.0089091191320599,0.0075144078237981,0.3411972324215827,0,11.4,0.0,0.0,9434,989.65,9434
1964,50_277_0_0_7_129_1,322,0.006496936928951,0.0084945359693288,0.0051894279645173,0.3398360346823169,0,10.3,0.0,0.0,9434,992.45,9434
1965,50_277_0_0_7_129_1,323,0.0065621469791031,0.0078410284149613,0.0033468359347788,0.3382874743823537,0,9.6,0.0,0.0,9434,997.0,9434
1966,50_277_0_0_7_129_1,324,0.0066749212384709,0.0070066310668518,0.0024216122258452,0.3355967669028315,0,7.6,0.0,0.0,9434,998.3,9434
1967,50_277_0_0_7_129_1,325,0.00680123100724,0.0060804553580822,0.0023441054843251,0.3317373621320343,0,7.8,0.0,0.0,9434,993.0,9434
1968,50_277_0_0_7_129_1,326,0.0068805066796539,0.00516884479932,0.0028232817748419,0.3270808235473728,1,11.3,0.4,0.4,9434,985.3,9434
1969,50_277_0_0_7_129_1,327,0.0068520770329251,0.0043782935623175,0.0035671591601178,0.3220002388817278,1,8.9,15.8,16.2,9434,981.7,9434
1970,50_277_0_0_7_129_1,328,0.0066552708442657,0.0038152958188266,0.0042837557028745,0.3168686958679809,1,7.7,23.4,39.599999999999994,9434,981.8499999999999,9434
1971,50_277_0_0_7_129_1,329,0.0062431864769266,0.0035689547614607,0.0047162972970763,0.3120152804174498,1,8.0,21.0,60.2,9434,980.1500000000001,9434
1972,50_277_0_0_7_129_1,330,0.0056713367914775,0.0035986025712966,0.0048530996582681,0.3074718638406934,1,7.6,4.0,48.4,9434,977.15,9434
1973,50_277_0_0_7_129_1,331,0.0050414635190335,0.0038049913666512,0.0047867009584604,0.3031473187550703,0,8.4,0.0,25.0,9434,977.7,9434
1974,50_277_0_0_7_129_1,332,0.0044555365872016,0.0040885908985437,0.0046100226369697,0.2989501256968789,0,6.5,0.6,4.6,9434,975.0,9434
1975,50_277_0_0_7_129_1,333,0.0040155259235886,0.0043498709179935,0.0044159861331126,0.2947887652024178,0,5.6,4.0,4.6,9434,981.05,9434
1976,50_277_0_0_7_129_1,334,0.0038081060947039,0.0045013530291332,0.0042864087611902,0.2905832366114987,0,8.6,0.2,4.8,9434,985.9,9434
1977,50_277_0_0_7_129_1,335,0.0038086381702764,0.004540904513252,0.0042287093682359,0.2863283169995136,0,9.8,0.0,4.2,9434,994.1500000000001,9434
1978,50_277_0_0_7_213_1,316,0.0073719128514015,0.0095741048764934,0.01895073869204,0.4733246610339405,0,10.8,0.0,0.0,9434,989.05,9434
1979,50_277_0_0_7_213_1,317,0.0086934209033465,0.0121615119063934,0.022172552326092,0.4487205235375702,0,13.4,0.0,0.0,9434,987.7,9434
1980,50_277_0_0_7_213_1,318,0.0097101941290765,0.0142909763180541,0.0232591822297053,0.4291814087857644,0,12.4,0.0,0.0,9434,989.15,9434
1981,50_277_0_0_7_213_1,319,0.0102685215827843,0.0155686480410526,0.0214957626026845,0.4174265189887924,0,13.6,0.0,0.0,9434,986.75,9434
1982,50_277_0_0_7_213_1,320,0.0104520596328761,0.0159567279762859,0.0174347213133225,0.4126145466437238,0,12.0,0.0,0.0,9434,987.85,9434
1983,50_277_0_0_7_213_1,321,0.0104495899370574,0.0155756493751127,0.0122005600581853,0.4123218607430138,0,11.4,0.0,0.0,9434,989.65,9434
1984,50_277_0_0_7_213_1,322,0.0104145327447498,0.0145465633737774,0.0069205744214628,0.4141176514302561,0,10.3,0.0,0.0,9434,992.45,9434
1985,50_277_0_0_7_213_1,323,0.010434670874484,0.0129906211085245,0.0027220599873438,0.4155711088490452,0,9.6,0.0,0.0,9434,997.0,9434
1986,50_277_0_0_7_213_1,324,0.010571043837609,0.0110357990167032,0.000575835430722,0.4145473418351822,0,7.6,0.0,0.0,9434,998.3,9434
1987,50_277_0_0_7_213_1,325,0.010746002118793,0.0088796358585648,0.0003245504038071,0.4109917946246879,0,7.8,0.0,0.0,9434,993.0,9434
1988,50_277_0_0_7_213_1,326,0.0108224134041658,0.0067582507602287,0.0013159414622722,0.4057421534316527,1,11.3,0.4,0.4,9434,985.3,9434
1989,50_277_0_0_7_213_1,327,0.0106629176383699,0.0049081002945088,0.0028956261675548,0.3996395205924816,1,8.9,15.8,16.2,9434,981.7,9434
1990,50_277_0_0_7_213_1,328,0.0101301547660473,0.0035656410342183,0.0044092220810928,0.3935249984435811,1,7.7,23.4,39.599999999999994,9434,981.8499999999999,9434
1991,50_277_0_0_7_213_1,329,0.0091184384438393,0.0029297763644167,0.0052837172981114,0.3881287553446251,1,8.0,21.0,60.2,9434,980.1500000000001,9434
1992,50_277_0_0_7_213_1,330,0.0077571005289447,0.0029182901367558,0.0055120298697044,0.3834316452761654,1,7.6,4.0,48.4,9434,977.15,9434
1993,50_277_0_0_7_213_1,331,0.006281348904819,0.0033217433281359,0.0053275451939996,0.3791044274616545,0,8.4,0.0,25.0,9434,977.7,9434
1994,50_277_0_0_7_213_1,332,0.0049269100598237,0.0039300778790042,0.0049645295904535,0.3748168726402138,0,6.5,0.6,4.6,9434,975.0,9434
1995,50_277_0_0_7_213_1,333,0.0039295104823199,0.0045332357298079,0.0046572493785231,0.3702387515509652,0,5.6,4.0,4.6,9434,981.05,9434
1996,50_277_0_0_7_213_1,334,0.0034896352094162,0.0049465350987633,0.0046093528994152,0.3650819908475486,0,8.6,0.2,4.8,9434,985.9,9434
1997,50_277_0_0_7_213_1,335,0.0035521574543506,0.0051659609796223,0.0048198920895402,0.3593321848284644,0,9.8,0.0,4.2,9434,994.1500000000001,9434
1998,50_286_0_0_1_137_1,315,0.0029703924778444,0.0029960958626555,0.0027756320520164,0.4561326027554111,0,8.2,0.0,0.0,9294E,984.05,9294E
1999,50_286_0_0_1_137_1,316,0.0028793810243736,0.0029004440672561,0.0025163068167444,0.4541673827997247,0,11.1,0.0,0.0,9294E,984.15,9294E
2000,50_286_0_0_1_137_1,317,0.0027993157933515,0.0027660817617773,0.0022589497986473,0.4523677822594387,0,11.2,0.0,0.0,9294E,982.8,9294E
2001,50_286_0_0_1_137_1,318,0.0027264891810796,0.002606734550392,0.0020336694229445,0.4506653054626636,0,13.6,0.0,0.0,9294E,984.45,9294E
2002,50_286_0_0_1_137_1,319,0.0026572983589609,0.0024376138083623,0.0018684105374805,0.4489898851109845,0,12.4,0.0,0.0,9294E,983.2,9294E
2003,50_286_0_0_1_137_1,320,0.0025889073616101,0.0022750812057679,0.0017745303595193,0.4472599509578141,0,11.1,0.0,0.0,9294E,984.05,9294E
2004,50_286_0_0_1_137_1,321,0.0025188668488308,0.0021360096143623,0.0017557124119803,0.445388820739823,0,10.2,0.0,0.0,9294E,985.1500000000001,9294E
2005,50_286_0_0_1_137_1,322,0.0024492540584171,0.0020372742251719,0.0018155986516966,0.4432897890009554,0,8.9,0.0,0.0,9294E,987.8,9294E
2006,50_286_0_0_1_137_1,323,0.0023904333787618,0.0019957502292231,0.0019578310355016,0.4408761502851552,0,8.8,0.0,0.0,9294E,991.85,9294E
2007,50_286_0_0_1_137_1,324,0.0023528245272309,0.0020258282512242,0.0021832459649679,0.4380736552861445,0,6.9,0.0,0.0,9294E,992.95,9294E
2008,50_286_0_0_1_137_1,325,0.0023410093632436,0.0021236980188571,0.0024728656781949,0.4348956225668393,1,7.0,0.2,0.2,9294E,987.9,9294E
2009,50_286_0_0_1_137_1,326,0.0023570659278826,0.0022774454834517,0.002799178554923,0.4313929279652077,1,10.1,0.2,0.4,9294E,980.45,9294E
2010,50_286_0_0_1_137_1,327,0.002403062675874,0.0024751191144873,0.003134639577278,0.427616591114565,1,7.7,13.8,14.200000000000001,9294E,976.75,9294E
2011,50_286_0_0_1_137_1,328,0.0024810680619439,0.0027047673814435,0.0034517037273855,0.4236176316482277,1,7.2,31.4,45.4,9294E,977.35,9294E
2012,50_286_0_0_1_137_1,329,0.0025923245732584,0.0029542815911473,0.0037253172173266,0.4194470691995111,1,7.2,9.8,55.0,9294E,975.45,9294E
2013,50_286_0_0_1_137_1,330,0.0027317786235786,0.0032104027556083,0.0039479398330216,0.4151559234017309,0,7.4,1.4,42.6,9294E,972.2,9294E
2014,50_286_0_0_1_137_1,331,0.0028914779274347,0.0034593606851619,0.0041195428154009,0.4107952138882031,0,7.7,0.8,12.000000000000002,9294E,973.25,9294E
2015,50_286_0_0_1_137_1,332,0.003063454797813,0.0036873828708712,0.0042401261644643,0.4064159602922432,0,5.1,13.6,15.8,9294E,970.25,9294E
2016,50_286_0_0_1_137_1,333,0.0032397415476997,0.0038806968037988,0.0043096898802121,0.4020691822471671,0,4.2,15.8,30.200000000000003,9294E,976.2,9294E
2017,50_286_0_0_1_137_1,334,0.0034122657149796,0.0040267755899854,0.0043282339626441,0.3978058993862902,0,7.9,0.0,29.4,9294E,981.25,9294E
2018,50_286_0_0_1_138_1,315,0.0036432747151793,0.00367334905993,0.0036553453729929,0.4128169828224294,0,8.2,0.0,0.0,9294E,984.05,9294E
2019,50_286_0_0_1_138_1,316,0.0036159405009673,0.0036621821122356,0.0035833464550907,0.4093939243236781,0,11.1,0.0,0.0,9294E,984.15,9294E
2020,50_286_0_0_1_138_1,317,0.0035979995893965,0.0036356206214118,0.0035092058140021,0.4060203067354325,0,11.2,0.0,0.0,9294E,982.8,9294E
2021,50_286_0_0_1_138_1,318,0.0035864154065447,0.0035980201780084,0.0034428622447616,0.4026763110595271,0,13.6,0.0,0.0,9294E,984.45,9294E
2022,50_286_0_0_1_138_1,319,0.0035781922126566,0.0035544114307925,0.0033935590889106,0.3993415057852981,0,12.4,0.0,0.0,9294E,983.2,9294E
2023,50_286_0_0_1_138_1,320,0.0035706331387925,0.0035102733347552,0.0033652012965174,0.395990976339842,0,11.1,0.0,0.0,9294E,984.05,9294E
2024,50_286_0_0_1_138_1,321,0.0035611953073448,0.0034712840763269,0.0033592216975632,0.3925978158358618,0,10.2,0.0,0.0,9294E,985.1500000000001,9294E
2025,50_286_0_0_1_138_1,322,0.0035494269734952,0.0034431227458321,0.0033770396776622,0.3891351083471214,0,8.9,0.0,0.0,9294E,987.8,9294E
2026,50_286_0_0_1_138_1,323,0.003538704992815,0.003431468433595,0.0034200746224283,0.3855759379473856,0,8.8,0.0,0.0,9294E,991.85,9294E
2027,50_286_0_0_1_138_1,324,0.0035325035434477,0.0034411234288343,0.0034886877687581,0.3818980669415076,0,6.9,0.0,0.0,9294E,992.95,9294E
2028,50_286_0_0_1_138_1,325,0.0035321042441165,0.0034704836796782,0.003575766062839,0.3781121460256467,1,7.0,0.2,0.2,9294E,987.9,9294E
2029,50_286_0_0_1_138_1,326,0.0035378483394328,0.0035150992816038,0.0036709768656444,0.3742429315076396,1,10.1,0.2,0.4,9294E,980.45,9294E
2030,50_286_0_0_1_138_1,327,0.0035500734736024,0.0035705073034026,0.003763974929143,0.3703152337014064,1,7.7,13.8,14.200000000000001,9294E,976.75,9294E
2031,50_286_0_0_1_138_1,328,0.0035691172908311,0.0036322448138659,0.0038444150053035,0.3663538629208679,1,7.2,31.4,45.4,9294E,977.35,9294E
2032,50_286_0_0_1_138_1,329,0.0035950447833271,0.0036957876305353,0.0039028874923126,0.3623836294799443,1,7.2,9.8,55.0,9294E,975.45,9294E
2033,50_286_0_0_1_138_1,330,0.0036258426086582,0.0037561632647286,0.0039365604666181,0.3584293436925558,0,7.4,1.4,42.6,9294E,972.2,9294E
2034,50_286_0_0_1_138_1,331,0.0036585405634036,0.0038081999963238,0.0039454231270032,0.3545158158726231,0,7.7,0.8,12.000000000000002,9294E,973.25,9294E
2035,50_286_0_0_1_138_1,332,0.003690163360091,0.0038467252013055,0.003929475473468,0.3506678563340663,0,5.1,13.6,15.8,9294E,970.25,9294E
2036,50_286_0_0_1_138_1,333,0.003717735711248,0.0038665662556579,0.0038887175060123,0.3469102753908059,0,4.2,15.8,30.200000000000003,9294E,976.2,9294E
2037,50_286_0_0_1_138_1,334,0.0037382414952357,0.0038630183584745,0.0038231492246364,0.343267883356762,0,7.9,0.0,29.4,9294E,981.25,9294E
2038,50_286_0_0_3_62_1,315,0.0067826218767131,0.0068118259774925,0.0062366946104946,0.4230876276938926,0,8.2,0.0,0.0,9294E,984.05,9294E
2039,50_286_0_0_3_62_1,316,0.0065771899037216,0.0065737441883442,0.0056439105627804,0.4186689867451761,0,11.1,0.0,0.0,9294E,984.15,9294E
2040,50_286_0_0_3_62_1,317,0.0063941488300279,0.006259665284275,0.0050762610679525,0.4145505441005522,0,11.2,0.0,0.0,9294E,982.8,9294E
2041,50_286_0_0_3_62_1,318,0.0062296044102653,0.0059040505734905,0.0046082213373003,0.4105426050811789,0,13.6,0.0,0.0,9294E,984.45,9294E
2042,50_286_0_0_3_62_1,319,0.0060788556023493,0.0055429274665587,0.0043057169333121,0.4064675769589823,0,12.4,0.0,0.0,9294E,983.2,9294E
2043,50_286_0_0_3_62_1,320,0.0059312963093486,0.0052034657917776,0.0041702369730607,0.402236442828589,0,11.1,0.0,0.0,9294E,984.05,9294E
2044,50_286_0_0_3_62_1,321,0.0057737919285153,0.0049088989858189,0.0041738874088574,0.3977995497008887,0,10.2,0.0,0.0,9294E,985.1500000000001,9294E
2045,50_286_0_0_3_62_1,322,0.0056026515844165,0.004682442626326,0.0042886241846995,0.3931074231770545,0,8.9,0.0,0.0,9294E,987.8,9294E
2046,50_286_0_0_3_62_1,323,0.0054315014638549,0.004547312290942,0.0044864032445837,0.3881105888582603,0,8.8,0.0,0.0,9294E,991.85,9294E
2047,50_286_0_0_3_62_1,324,0.0052752339783134,0.0045227819675675,0.0047398470018229,0.3827683419498675,0,6.9,0.0,0.0,9294E,992.95,9294E
2048,50_286_0_0_3_62_1,325,0.0051446314647813,0.0045985998919247,0.0050269628107887,0.3771016287746451,1,7.0,0.2,0.2,9294E,987.9,9294E
2049,50_286_0_0_3_62_1,326,0.00504871347671,0.0047511149336747,0.0053283424584921,0.3711578374084281,1,10.1,0.2,0.4,9294E,980.45,9294E
2050,50_286_0_0_3_62_1,327,0.0049964928183905,0.0049566086936095,0.0056245932025196,0.3649844571644565,1,7.7,13.8,14.200000000000001,9294E,976.75,9294E
2051,50_286_0_0_3_62_1,328,0.0049969822941139,0.0051913627725207,0.0058963223004578,0.358628977355971,1,7.2,31.4,45.4,9294E,977.35,9294E
2052,50_286_0_0_3_62_1,329,0.0050571516219554,0.005432868966277,0.0061258909307311,0.3521388872962119,1,7.2,9.8,55.0,9294E,975.45,9294E
2053,50_286_0_0_3_62_1,330,0.0051683967596982,0.005667476653017,0.0063079904952452,0.3455616762984187,0,7.4,1.4,42.6,9294E,972.2,9294E
2054,50_286_0_0_3_62_1,331,0.0053149435379562,0.0058854716025056,0.0064426007465191,0.3389448336758326,0,7.7,0.8,12.000000000000002,9294E,973.25,9294E
2055,50_286_0_0_3_62_1,332,0.0054809796905905,0.0060771574435361,0.0065297216845526,0.3323358487416935,0,5.1,13.6,15.8,9294E,970.25,9294E
2056,50_286_0_0_3_62_1,333,0.0056506929514624,0.0062328378049018,0.0065693533093459,0.3257822108092415,0,4.2,15.8,30.200000000000003,9294E,976.2,9294E
2057,50_286_0_0_3_62_1,334,0.005809077851151,0.006343693275815,0.006561495620899,0.3193314091917167,0,7.9,0.0,29.4,9294E,981.25,9294E
2058,50_306_0_0_46_175_8,312,0.000457471178431,0.0002988097552139,0.000333757182626,0.2180334831885497,0,11.2,0.0,0.0,9434P,991.9,9434P
2059,50_306_0_0_46_175_8,313,0.0004108858211281,0.0003080217425025,0.000369804509333,0.2175886714813932,0,13.8,0.0,0.0,9434P,987.75,9434P
2060,50_306_0_0_46_175_8,314,0.0003803005188942,0.0003278124692171,0.0004056152409761,0.2171119079672589,0,11.9,0.0,0.0,9434P,989.3,9434P
2061,50_306_0_0_46_175_8,315,0.0003594394862355,0.000348082983852,0.0004265923514493,0.2166747215044716,0,10.1,0.0,0.0,9434P,988.35,9434P
2062,50_306_0_0_46_175_8,316,0.0003399481751222,0.0003557638108233,0.0004121977664899,0.2163783461921401,0,11.2,0.0,0.0,9434P,988.95,9434P
2063,50_306_0_0_46_175_8,317,0.0003131604519758,0.0003378095140627,0.0003418618454994,0.2163241739610525,0,13.8,0.0,0.0,9434P,987.5999999999999,9434P
2064,50_306_0_0_46_175_8,318,0.0002703528109614,0.0002824097286061,0.0001950149478793,0.2166135967419966,0,12.6,0.0,0.0,9434P,989.05,9434P
2065,50_306_0_0_46_175_8,319,0.0002028017462446,0.0001791977706379,-4.72196997003238e-05,0.2173480064657605,0,13.4,0.0,0.0,9434P,986.25,9434P
2066,50_306_0_0_46_175_8,320,0.0001017837519906,1.7888819858596915e-05,-0.0003908147117321,0.2186287950631322,0,12.1,0.0,0.0,9434P,987.65,9434P
2067,50_306_0_0_46_175_8,321,-4.14246776350972e-05,-0.0002118019440309,-0.0008358016545518,0.2205573544648996,0,11.6,0.0,0.0,9434P,989.45,9434P
2068,50_306_0_0_46_175_8,322,-0.0002355205000113,-0.0005201593413301,-0.0013821805281596,0.2232350766018507,1,10.7,0.0,0.0,9434P,992.3,9434P
2069,50_306_0_0_46_175_8,323,-0.000488377291781,-0.000917468192338,-0.0020299513325554,0.2267633534047738,1,9.6,0.0,0.0,9434P,996.85,9434P
2070,50_306_0_0_46_175_8,324,-0.0008069061754877,-0.0014131668837197,-0.0027791140677391,0.2312435768044563,1,8.5,0.0,0.0,9434P,998.1500000000001,9434P
2071,50_306_0_0_46_175_8,325,-0.0011979636979978,-0.0020102417227214,-0.0036296687337108,0.2367771387316865,1,7.2,0.0,0.0,9434P,992.9,9434P
2072,50_306_0_0_46_175_8,326,-0.0016684064061775,-0.0027087084925112,-0.0045816153304705,0.2434654311172525,1,11.4,0.4,0.4,9434P,985.0999999999999,9434P
2073,50_306_0_0_46_175_8,327,-0.0022243660690147,-0.0035074800262718,-0.0056327795243841,0.2513989742237714,0,8.9,15.6,16.0,9434P,981.5,9434P
2074,50_306_0_0_46_175_8,328,-0.002854556783707,-0.0043793426495002,-0.0067287339664451,0.2604070232369995,0,7.2,23.6,39.6,9434P,981.8,9434P
2075,50_306_0_0_46_175_8,329,-0.0035292848369098,-0.0052703174055146,-0.0077615207432901,0.2700511805209072,0,7.6,20.0,59.2,9434P,980.0,9434P
2076,50_306_0_0_46_175_8,330,-0.0042137451656105,-0.0061252103925497,-0.0086207520513886,0.2798808989886296,0,7.2,5.2,48.800000000000004,9434P,977.05,9434P
2077,50_306_0_0_46_175_8,331,-0.0048711523574106,-0.00688882770884,-0.0091960400872096,0.2894456315533005,0,8.4,0.0,25.2,9434P,977.55,9434P
2078,50_43_0_0_1_281_3,307,0.0052056415365039,0.0026255471886871,8.347201863396769e-05,0.3035893784034064,0,13.8,1.6,8.4,9434,978.7,9434
2079,50_43_0_0_1_281_3,308,0.0047606512324545,0.0017873638054909,0.0002919756466722,0.302272999872261,0,10.8,0.2,1.8,9434,978.1,9434
2080,50_43_0_0_1_281_3,309,0.0042353776618972,0.0012414186983612,0.0007041507799507,0.3004896073201475,0,9.4,0.0,1.8,9434,984.6,9434
2081,50_43_0_0_1_281_3,310,0.0036298296186902,0.0009751908229899,0.0011997798947334,0.298363547005454,0,10.4,0.0,0.2,9434,991.45,9434
2082,50_43_0_0_1_281_3,311,0.0030037940556572,0.0009289518566487,0.0016590462937254,0.2960191651865686,0,9.6,0.0,0.0,9434,995.05,9434
2083,50_43_0_0_1_281_3,312,0.0024176028112265,0.0010425930374697,0.0020017140563054,0.2935808081218791,0,11.4,0.0,0.0,9434,991.95,9434
2084,50_43_0_0_1_281_3,313,0.0019315877238264,0.0012560056035848,0.0022200355604975,0.2911728220697734,0,13.8,0.0,0.0,9434,987.8499999999999,9434
2085,50_43_0_0_1_281_3,314,0.0015999506218975,0.0015105826244603,0.0023170144689699,0.2889045349752978,0,11.4,0.0,0.0,9434,989.4,9434
2086,50_43_0_0_1_281_3,315,0.0014229773341542,0.0017591651256081,0.0023185503564827,0.2867707952230401,0,9.5,0.0,0.0,9434,988.45,9434
